	SRR6924534	SRR6924535	SRR6924536	SRR6924547	SRR6924548	SRR6924549
gene:Bcin08g04970	24	24	13	23	30	24
gene:Bcin08g04960	0	0	0	0	0	0
gene:Bcin08g04980	311	293	266	242	216	181
gene:Bcin08g04990	1144	1226	1044	733	897	611
gene:Bcin08g05000	351	495	381	143	85	101
gene:Bcin08g05010	5939	5725	7319	8558	10734	4575
gene:Bcin08g05020	2	4	2	7	42	3
gene:Bcin08g05030	171	264	111	117	102	97
gene:Bcin08g05040	1590	2837	495	311	148	198
gene:Bcin08g05050	1938	3777	732	477	229	258
gene:Bcin08g05060	791	776	470	890	1815	1077
gene:Bcin08g05070	642	679	632	832	806	507
gene:Bcin08g05080	592	723	559	526	564	468
gene:Bcin08g05090	57	49	43	552	864	216
gene:Bcin08g05100	2367	4008	697	374	209	197
gene:Bcin08g05110	208	184	179	112	103	60
gene:Bcin08g05120	481	449	423	562	559	420
gene:Bcin08g05130	1077	1276	1089	1021	1064	759
gene:Bcin08g05140	274	329	261	321	232	184
gene:Bcin08g05150	1855	1997	1832	2681	2752	1877
gene:Bcin08g05160	4958	5399	3810	3647	2930	2448
gene:Bcin08g05170	44	39	31	88	47	46
gene:Bcin08g05180	329	337	301	261	194	203
gene:Bcin08g05190	3249	4119	2631	2309	1960	1715
gene:Bcin08g05200	6151	7871	3265	599	746	438
gene:Bcin08g05210	216	221	161	130	202	122
gene:Bcin08g05220	6888	8118	6793	12370	11618	9642
gene:Bcin08g05230	668	787	597	857	583	628
gene:Bcin08g05240	878	935	693	1141	926	728
gene:Bcin08g05250	753	830	642	972	671	620
gene:Bcin08g05260	227	243	184	224	166	138
gene:Bcin08g05270	402	484	460	471	384	401
gene:Bcin08g05280	61	77	43	7	12	4
gene:Bcin08g05290	3492	4210	3066	3255	2659	2406
gene:Bcin08g05300	108	153	116	162	187	127
gene:Bcin08g05310	1240	1442	1214	1571	1250	1123
gene:Bcin08g05320	6670	7390	5588	9171	7207	6342
gene:Bcin08g05330	9	12	4	30	14	12
gene:Bcin08g05340	2	1	3	0	4	2
gene:Bcin08g05350	156	210	124	108	88	98
gene:Bcin08g05360	49	36	51	41	41	38
gene:Bcin08g05370	23	25	28	0	2	3
gene:Bcin08g05380	82	89	76	131	86	82
gene:Bcin08g05390	2942	3076	2700	3896	2999	2963
gene:Bcin08g05400	189	233	160	193	157	146
gene:Bcin08g05410	1058	1378	924	729	500	502
gene:Bcin08g05420	884	1027	840	307	234	282
gene:Bcin08g05430	461	490	348	440	466	407
gene:Bcin08g05440	201	258	109	160	187	131
gene:Bcin08g05450	13	10	27	84	52	82
gene:Bcin08g05460	2	3	1	0	1	1
gene:Bcin08g05470	1639	1991	1836	2920	2263	2176
gene:Bcin08g05480	2	2	1	9	3	3
gene:Bcin08g05490	234	264	259	232	209	146
gene:Bcin08g05500	1065	1279	873	2923	3393	1258
gene:Bcin08g05510	501	612	432	531	404	371
gene:Bcin08g05520	114	123	83	304	378	248
gene:Bcin08g05530	312	302	273	404	298	238
gene:EFBcG00000013144	0	0	0	0	0	0
gene:ENSRNA049535913	0	0	0	0	0	0
gene:Bcin08g05540	15414	13280	20948	87691	110738	78928
gene:Bcin08g05550	295	357	259	403	454	358
gene:Bcin08g05560	1140	1404	1110	1004	829	702
gene:Bcin08g05570	776	795	810	313	976	395
gene:Bcin08g05580	176	188	146	194	200	144
gene:Bcin08g05590	762	716	579	897	687	535
gene:Bcin08g05600	7232	7413	5598	918	638	401
gene:Bcin08g05610	8	14	2	4	1	6
gene:Bcin08g05620	1	8	4	1	1	1
gene:Bcin08g05630	2475	2563	1966	2729	2687	2002
gene:Bcin08g05640	6	5	6	8	6	7
gene:Bcin08g05650	7	10	5	14	24	17
gene:Bcin08g05660	0	0	0	0	0	0
gene:Bcin08g05670	0	0	0	0	0	0
gene:Bcin08g05680	0	0	0	0	4	2
gene:Bcin08g05690	3	2	1	1	5	4
gene:Bcin08g05700	808	928	609	493	380	342
gene:Bcin08g05710	4	11	9	12	4	12
gene:Bcin08g05720	1	0	1	2	3	2
gene:Bcin08g05730	5	2	2	144	346	201
gene:Bcin08g05740	0	0	0	0	0	0
gene:Bcin08g05750	2	4	3	1	4	2
gene:Bcin08g05760	245	281	255	195	161	140
gene:Bcin08g05770	7259	8277	5847	5950	5046	4567
gene:Bcin08g05780	1507	1360	1336	1411	2827	1036
gene:Bcin08g05790	0	0	0	0	0	0
gene:Bcin08g05800	4963	5388	5400	2447	2852	1761
gene:Bcin08g05810	13	17	14	29	26	15
gene:Bcin08g05820	22	26	15	43	58	31
gene:Bcin08g05830	1807	2111	1767	1672	1409	1168
gene:Bcin08g05840	305	303	316	269	185	118
gene:Bcin08g05850	693	732	574	571	362	459
gene:Bcin08g05860	134	152	115	115	117	89
gene:Bcin08g05870	5026	6157	4224	139	144	132
gene:Bcin08g05880	1074	1220	960	987	861	834
gene:Bcin08g05890	803	886	619	1231	840	711
gene:Bcin08g05900	140	184	126	114	102	94
gene:Bcin08g05910	584	619	571	588	490	428
gene:Bcin08g05920	2726	3186	2316	2442	2554	2004
gene:Bcin08g05930	229	294	252	318	329	285
gene:Bcin08g05940	84	104	75	104	103	76
gene:Bcin08g05950	44	49	27	36	41	42
gene:Bcin08g05960	256	328	235	407	425	356
gene:EFBcG00000013355	0	0	0	0	0	0
gene:ENSRNA049535893	0	0	0	0	0	0
gene:Bcin08g05970	524	498	608	794	317	274
gene:Bcin08g05980	1	1	1	2	1	1
gene:Bcin08g05990	0	0	0	0	0	0
gene:Bcin08g06000	0	0	0	0	0	0
gene:Bcin08g06010	2	0	1	0	1	0
gene:Bcin08g06020	1386	1673	1266	1019	1089	772
gene:Bcin08g06030	867	1124	709	620	481	475
gene:Bcin08g06040	5225	5954	5070	2258	1486	1294
gene:Bcin08g06050	8	23	22	10	6	11
gene:Bcin08g06060	1	1	0	0	0	0
gene:Bcin08g06070	0	0	0	1	1	0
gene:Bcin08g06080	0	1	1	1	2	3
gene:Bcin08g06090	303	291	227	380	298	227
gene:Bcin08g06100	83	148	117	24	6	12
gene:Bcin08g06110	183	197	120	2503	1451	1292
gene:Bcin08g06120	1	0	0	2	0	2
gene:Bcin08g06130	0	0	0	5	0	1
gene:Bcin08g06140	312	378	246	219	309	229
gene:Bcin08g06150	1283	1590	1234	1034	821	774
gene:Bcin08g06160	5846	5010	4053	5	13	5
gene:Bcin08g06170	67	49	63	1	1	0
gene:Bcin08g06180	2	3	1	1	3	2
gene:Bcin08g06190	0	0	1	2	0	0
gene:Bcin08g06200	518	501	463	446	331	283
gene:Bcin08g06210	534	645	394	606	439	314
gene:Bcin08g06220	2951	3944	1962	1870	1914	1449
gene:Bcin08g06230	47	38	55	408	415	270
gene:Bcin08g06240	160	211	123	420	398	316
gene:Bcin08g06250	257	303	250	201	182	152
gene:Bcin08g06260	339	409	340	476	416	360
gene:Bcin08g06270	817	1001	784	122	66	73
gene:Bcin08g06280	14	26	9	12	18	16
gene:Bcin08g06290	21	28	11	46	46	27
gene:Bcin08g06300	4759	4344	4647	5312	7452	5008
gene:Bcin08g06310	466	436	408	345	561	377
gene:Bcin08g06320	384	441	424	490	355	314
gene:Bcin08g06330	2	6	6	10	17	5
gene:Bcin08g06340	9	17	8	10	14	20
gene:Bcin08g06350	12	14	17	61	82	25
gene:Bcin08g06360	0	1	1	6	4	0
gene:Bcin08g06370	89	86	70	41	53	47
gene:Bcin08g06380	469	448	309	187	227	161
gene:Bcin08g06390	151	188	165	183	151	131
gene:Bcin08g06400	304	381	292	237	246	145
gene:Bcin08g06410	1346	1287	1385	999	844	771
gene:Bcin08g06420	64	74	46	102	359	158
gene:Bcin08g06430	1124	1153	769	768	753	664
gene:Bcin08g06440	818	948	764	920	870	727
gene:Bcin08g06450	783	885	669	564	389	354
gene:Bcin08g06460	2450	1924	1768	224	930	349
gene:Bcin08g06470	14	10	5	28	15	11
gene:Bcin08g06480	620	710	588	657	494	467
gene:Bcin08g06490	45	38	36	227	116	98
gene:Bcin08g06500	111	95	95	428	282	196
gene:Bcin08g06510	5	7	6	11	5	14
gene:Bcin08g06520	2	6	2	4	4	6
gene:Bcin08g06530	1	1	2	1	4	3
gene:Bcin08g06540	2	2	2	1	3	0
gene:Bcin08g06550	958	1106	831	780	767	652
gene:Bcin08g06560	561	629	452	304	261	249
gene:Bcin08g06570	1066	1184	901	973	922	727
gene:Bcin08g06580	3	1	0	4	3	3
gene:Bcin08g06590	294	368	259	244	199	211
gene:Bcin08g06600	915	997	840	1296	1016	993
gene:Bcin08g06610	96	141	111	148	154	140
gene:Bcin08g06620	7915	8797	7664	7508	10813	7637
gene:Bcin08g06630	611	723	582	551	493	365
gene:Bcin08g06640	22	39	36	23	37	28
gene:Bcin08g06650	1723	1496	1607	890	1144	778
gene:Bcin08g06660	775	760	851	828	1354	842
gene:Bcin08g06670	60	47	34	94	103	69
gene:Bcin08g06680	1556	1816	1300	1509	1262	1059
gene:Bcin08g06690	579	518	628	211	1149	378
gene:Bcin08g06700	13111	13269	15688	6422	4045	4548
gene:EFBcG00000013268	7	12	10	14	3	14
gene:Bcin08g06710	696	836	505	8468	5297	4054
gene:Bcin08g06720	7	3	9	6	5	3
gene:Bcin08g06730	8288	11423	6970	16323	15751	12568
gene:Bcin08g06740	359	408	329	291	229	199
gene:Bcin08g06750	363	397	364	541	512	366
gene:Bcin08g06760	2062	2254	1809	1337	1201	942
gene:Bcin08g06770	327	336	277	286	256	197
gene:Bcin08g06780	7377	8590	6948	7172	5129	4680
gene:Bcin08g06790	40	44	28	29	29	31
gene:Bcin08g06800	11	17	14	25	19	16
gene:Bcin08g06810	10	15	1	8	7	6
gene:Bcin08g06820	6	3	1	3	4	0
gene:Bcin08g06830	10	17	13	45	49	33
gene:Bcin08g06840	329	341	292	588	882	563
gene:Bcin08g06850	341	355	245	315	226	220
gene:Bcin08g06860	262	257	195	173	184	107
gene:Bcin08g06870	13	14	6	7	6	11
gene:Bcin08g06880	118	127	110	412	377	284
gene:Bcin08g06890	107	137	81	317	324	218
gene:Bcin08g06900	8	8	0	697	261	241
gene:Bcin08g06910	2	1	0	21	10	7
gene:Bcin08g06920	25	21	10	34	28	12
gene:Bcin08g06930	891	1019	760	632	479	432
gene:Bcin08g06940	256	301	323	145	70	62
gene:Bcin08g06950	892	877	814	1111	845	740
gene:Bcin08g06960	452	514	371	526	353	269
gene:Bcin08g06970	88	116	56	407	374	279
gene:Bcin08g06980	11	10	4	16	23	16
gene:Bcin08g06990	106	117	106	247	174	111
gene:Bcin08g07000	436	517	471	310	236	195
gene:Bcin08g07010	2339	2933	2412	3256	2230	2141
gene:Bcin08g07020	13	17	6	24	21	19
gene:Bcin08g07030	38	35	13	50	33	35
gene:Bcin08g07040	7777	9442	5319	1588	1950	1252
gene:Bcin08g07050	28	27	16	40	39	20
gene:Bcin08g07060	1120	1188	995	1126	927	747
gene:Bcin08g07070	347	481	366	420	278	263
gene:Bcin08g07080	461	471	301	172	157	117
gene:Bcin08g07090	1056	1101	607	70	46	29
gene:Bcin08g07100	0	1	0	1	0	2
gene:Bcin08g07110	1	1	0	0	1	0
gene:Bcin08g07120	3	4	2	7	7	13
gene:Bcin08g07140	0	0	0	0	1	0
gene:Bcin09g00020	39	36	41	54	51	48
gene:Bcin09g00030	0	0	0	6	1	0
gene:Bcin09g00040	0	0	0	1	0	0
gene:Bcin09g00050	1	1	0	1	0	2
gene:Bcin09g00060	45	50	48	1368	1485	926
gene:Bcin09g00070	523	476	517	365	343	265
gene:Bcin09g00080	5540	5849	5984	3791	2795	2658
gene:Bcin09g00090	142	165	136	137	117	106
gene:Bcin09g00100	244	251	167	318	274	211
gene:Bcin09g00110	127	157	117	160	90	90
gene:Bcin09g00120	3896	3501	4749	1369	1067	1078
gene:Bcin09g00130	482	431	348	562	546	390
gene:Bcin09g00140	658	818	344	1446	2144	1215
gene:Bcin09g00150	2420	1545	6068	4729	8115	3325
gene:Bcin09g00160	6935	6735	6300	630	523	428
gene:Bcin09g00170	5314	5182	3827	868	433	494
gene:Bcin09g00180	988	981	703	213	286	145
gene:Bcin09g00190	1683	1727	1456	2072	2225	1773
gene:Bcin09g00200	3998	6213	4378	14375	15494	12098
gene:EFBcG00000013366	0	1	1	1	0	1
gene:Bcin09g00210	2564	2396	1628	24	17	12
gene:Bcin09g00220	8	17	6	4310	2252	1483
gene:Bcin09g00230	777	878	659	689	511	409
gene:Bcin09g00240	2200	2413	1784	1282	1198	968
gene:Bcin09g00250	1933	2632	1360	2455	2381	2091
gene:Bcin09g00260	1511	1797	1272	1620	1150	1024
gene:Bcin09g00270	1055	1213	879	581	528	478
gene:Bcin09g00280	8475	8649	6953	10935	8809	7461
gene:Bcin09g00290	11	10	6	12	7	11
gene:Bcin09g00300	22	19	19	47	47	27
gene:Bcin09g00310	2	5	0	29	15	10
gene:Bcin09g00320	61	47	55	596	275	171
gene:Bcin09g00330	0	0	0	0	0	0
gene:Bcin09g00340	511	644	467	428	357	373
gene:Bcin09g00350	1137	1320	1186	1786	1868	1210
gene:Bcin09g00360	1	0	1	3	1	0
gene:Bcin09g00370	731	822	544	1641	2026	702
gene:Bcin09g00380	63	52	66	154	238	159
gene:Bcin09g00390	2	5	2	3	1	0
gene:Bcin09g00400	0	0	0	0	0	0
gene:Bcin09g00410	0	0	0	0	0	0
gene:Bcin09g00420	0	0	0	0	0	0
gene:Bcin09g00430	0	0	0	0	0	0
gene:Bcin09g00440	51	44	48	39	8	17
gene:Bcin09g00450	116	149	180	33	15	28
gene:Bcin09g00460	9986	11252	10685	66	111	67
gene:Bcin09g00470	0	1	0	8	1	2
gene:Bcin09g00480	301	302	292	195	155	140
gene:Bcin09g00490	12	8	12	4	6	5
gene:Bcin09g00500	368	300	243	10	130	23
gene:Bcin09g00510	3496	4168	3569	2946	2244	1919
gene:Bcin09g00520	20	16	11	24	30	22
gene:Bcin09g00530	35	32	31	42	46	39
gene:Bcin09g00540	3643	4081	3730	4856	3666	3570
gene:Bcin09g00550	868	1166	645	348	180	219
gene:Bcin09g00560	349	422	310	382	270	234
gene:Bcin09g00570	37	48	30	881	421	350
gene:Bcin09g00580	220	278	191	222	113	113
gene:Bcin09g00590	1634	2063	1829	1074	593	730
gene:Bcin09g00600	2122	2792	2478	1499	1022	988
gene:Bcin09g00610	0	0	0	2	0	0
gene:Bcin09g00620	501	423	425	267	450	361
gene:Bcin09g00630	0	0	0	1	0	0
gene:Bcin09g00640	0	0	0	0	0	0
gene:Bcin09g00650	2826	4205	1342	196	135	81
gene:Bcin09g00660	2692	3405	1768	394	285	308
gene:Bcin09g00670	0	0	0	0	0	0
gene:Bcin09g00680	34	31	42	43	24	27
gene:Bcin09g00690	0	0	0	0	0	0
gene:Bcin09g00700	1	0	0	0	0	0
gene:Bcin09g00710	0	0	0	0	1	0
gene:Bcin09g00720	0	0	0	0	0	3
gene:Bcin09g00730	11	10	17	7	3	1
gene:Bcin09g00740	8	11	7	17	17	13
gene:Bcin09g00750	6	4	4	10	7	5
gene:Bcin09g00760	798	901	607	655	407	375
gene:Bcin09g00770	544	605	561	264	221	197
gene:Bcin09g00780	0	0	0	0	0	0
gene:Bcin09g00790	316	358	341	348	271	150
gene:Bcin09g00800	6958	7466	11055	220	179	110
gene:Bcin09g00810	176	187	259	0	1	1
gene:Bcin09g00820	25	32	42	2	0	0
gene:Bcin09g00830	682	784	761	395	459	320
gene:Bcin09g00840	146	153	126	105	85	83
gene:Bcin09g00850	30	40	32	77	40	31
gene:Bcin09g00860	12	10	20	187	37	69
gene:Bcin09g00870	5366	5716	3976	9624	7137	5763
gene:Bcin09g00880	160	165	156	389	298	234
gene:Bcin09g00890	1	0	0	2	2	3
gene:Bcin09g00900	0	0	0	3	1	0
gene:Bcin09g00910	428	635	435	36	23	16
gene:Bcin09g00920	2876	3073	2500	2270	3611	2085
gene:Bcin09g00930	538	572	386	143	90	85
gene:Bcin09g00940	2	1	1	5	8	14
gene:Bcin09g00950	3	1	1	0	0	0
gene:Bcin09g00960	3	14	3	20	92	35
gene:Bcin09g00970	7	8	5	15	5	11
gene:Bcin09g00980	8816	10129	6952	2620	2007	1875
gene:Bcin09g00990	436	477	396	469	382	310
gene:Bcin09g01000	626	621	464	422	313	283
gene:Bcin09g01010	2	9	8	10	8	15
gene:Bcin09g01020	415	427	412	787	1123	804
gene:Bcin09g01030	815	863	768	1242	1585	1269
gene:Bcin09g01040	169	263	117	120	69	90
gene:Bcin09g01050	14	21	11	7	14	4
gene:Bcin09g01060	1464	1299	1172	725	928	763
gene:Bcin09g01070	52	60	83	11	8	5
gene:Bcin09g01080	1636	1852	1574	1319	1272	1009
gene:Bcin09g01090	0	1	0	0	0	0
gene:Bcin09g01100	2	1	1	1	2	1
gene:Bcin09g01110	13762	14907	13302	1903	2479	1738
gene:Bcin09g01120	228	241	192	258	191	215
gene:Bcin09g01130	0	1	0	1	0	1
gene:Bcin09g01140	22	31	23	25	21	20
gene:Bcin09g01150	1140	1141	1043	270	344	289
gene:Bcin09g01160	566	618	455	1731	2170	1464
gene:Bcin09g01170	478	722	323	411	416	353
gene:Bcin09g01180	1722	2128	1663	1707	1260	1056
gene:Bcin09g01190	10487	13372	5312	258	325	270
gene:Bcin09g01200	355	403	315	439	381	316
gene:Bcin09g01210	1110	1479	998	2065	2160	1009
gene:Bcin09g01220	1	0	0	1	0	0
gene:Bcin09g01230	366	426	346	263	232	194
gene:Bcin09g01240	1634	2075	1451	952	993	776
gene:Bcin09g01250	277	260	310	280	194	157
gene:Bcin09g01260	1150	1253	1045	1045	998	846
gene:Bcin09g01270	44	47	43	58	92	69
gene:Bcin09g01280	332	336	334	112	329	140
gene:Bcin09g01290	363	334	321	105	616	162
gene:Bcin09g01300	826	976	969	4913	6813	4911
gene:Bcin09g01310	2849	2708	2303	1737	3505	1791
gene:Bcin09g01320	34814	39025	18019	772	434	346
gene:Bcin09g01330	1939	2088	1624	1242	1125	940
gene:Bcin09g01340	1481	1778	1522	1548	1246	1025
gene:Bcin09g01350	291	366	226	231	247	182
gene:Bcin09g01360	583	753	593	623	553	513
gene:Bcin09g01370	424	536	374	629	519	394
gene:Bcin09g01380	38	26	25	5	9	16
gene:Bcin09g01390	479	414	404	476	432	261
gene:Bcin09g01400	5889	5632	7275	2766	2131	2226
gene:Bcin09g01410	286	302	314	244	167	154
gene:Bcin09g01420	1795	1891	1740	1294	975	993
gene:Bcin09g01430	25	37	28	65	68	48
gene:Bcin09g01440	1005	1332	917	727	766	639
gene:Bcin09g01450	490	537	433	486	483	347
gene:Bcin09g01460	1013	1049	950	1170	839	805
gene:Bcin09g01470	2	1	1	1	3	3
gene:Bcin09g01480	1	2	0	8	5	4
gene:Bcin09g01490	1	1	1	2	1	0
gene:Bcin09g01500	4	7	3	9	5	7
gene:Bcin09g01510	8	9	4	3	9	11
gene:Bcin09g01520	1637	1855	1657	1137	1079	884
gene:Bcin09g01530	1669	1709	1728	336	237	219
gene:Bcin09g01540	123	173	131	38	29	40
gene:Bcin09g01550	1897	2380	1858	2926	2485	2264
gene:Bcin09g01560	2922	3425	2612	3334	2178	2084
gene:Bcin09g01570	297	283	235	355	233	213
gene:Bcin09g01580	106	104	98	329	344	213
gene:Bcin09g01590	17	7	12	58	66	45
gene:Bcin09g01610	2472	1401	3937	2281	4538	3073
gene:Bcin09g01620	299	358	327	236	197	187
gene:Bcin09g01640	993	1166	880	836	543	639
gene:Bcin09g01650	444	586	399	442	222	239
gene:Bcin09g01660	20	20	17	32	22	15
gene:Bcin09g01670	695	865	590	856	759	651
gene:Bcin09g01680	194	235	212	186	128	112
gene:Bcin09g01690	32	30	31	38	24	30
gene:Bcin09g01700	999	1217	949	507	312	345
gene:Bcin09g01710	22	27	14	426	463	449
gene:Bcin09g01720	812	990	742	626	506	527
gene:Bcin09g01730	1626	1741	1360	2059	1846	1511
gene:Bcin09g01740	2230	1981	388	108	86	49
gene:Bcin09g01750	10	3	6	11	12	7
gene:Bcin09g01760	646	651	521	502	516	478
gene:Bcin09g01770	7	11	10	11	22	17
gene:Bcin09g01780	208	236	180	359	367	314
gene:Bcin09g01790	775	947	637	648	918	578
gene:Bcin09g01800	178	203	120	569	659	364
gene:Bcin09g01810	67	89	61	73	59	49
gene:Bcin09g01820	1033	1164	940	1252	1065	942
gene:Bcin09g01830	438	519	396	423	408	314
gene:Bcin09g01840	444	482	390	545	433	405
gene:Bcin09g01850	751	821	638	815	837	694
gene:Bcin09g01860	7	10	8	17	10	10
gene:Bcin09g01870	0	0	1	0	0	0
gene:Bcin09g01880	0	0	0	0	0	0
gene:Bcin09g01890	119	164	44	188	188	135
gene:Bcin09g01900	24	31	12	42	23	27
gene:Bcin09g01910	18	24	11	44	18	22
gene:Bcin09g01920	299	390	269	260	204	179
gene:Bcin09g01930	9707	13299	6608	3654	2896	2587
gene:Bcin09g01940	7	8	0	2	1	0
gene:Bcin09g01950	361	470	344	482	409	321
gene:Bcin09g01960	509	610	550	491	400	378
gene:Bcin09g01970	796	825	886	2397	3314	2731
gene:Bcin09g01980	6	5	7	16	12	14
gene:Bcin09g01990	54	55	36	50	40	29
gene:Bcin09g02000	810	880	808	745	358	432
gene:Bcin09g02010	545	596	452	277	322	238
gene:Bcin09g02020	1323	1828	923	1501	1405	1080
gene:Bcin09g02030	198	274	193	42	36	29
gene:Bcin09g02040	21	15	13	43	41	19
gene:Bcin09g02050	3	1	0	3	1	1
gene:Bcin09g02060	1	1	0	0	0	1
gene:Bcin09g02070	381	429	290	454	480	215
gene:Bcin09g02080	164	190	155	139	262	183
gene:Bcin09g02090	3003	3443	2826	5166	5515	3675
gene:Bcin09g02100	5270	5595	5432	6248	4850	4700
gene:Bcin09g02120	0	0	0	0	1	0
gene:Bcin09g02130	843	802	582	400	1228	434
gene:Bcin09g02140	16	22	18	157	164	143
gene:Bcin09g02150	778	523	627	275	216	178
gene:Bcin09g02160	762	566	630	400	295	253
gene:Bcin09g02170	484	432	309	641	432	374
gene:Bcin09g02180	903	901	557	1036	677	622
gene:Bcin09g02190	485	475	370	558	381	360
gene:Bcin09g02200	1577	1718	1444	2263	2382	1985
gene:Bcin09g02210	2929	3237	2664	3561	2514	2214
gene:Bcin09g02220	1	0	1	4	2	1
gene:Bcin09g02230	41	23	17	28	33	14
gene:Bcin09g02240	1434	1496	1259	1394	1119	1112
gene:Bcin09g02250	7	25	15	5	8	2
gene:Bcin09g02260	227	192	110	79	57	53
gene:Bcin09g02270	13241	12522	10303	9787	9647	9209
gene:Bcin09g02280	1092	1188	940	1038	834	773
gene:Bcin09g02290	509	594	285	309	169	172
gene:Bcin09g02300	68	71	22	16	26	21
gene:Bcin09g02310	405	374	352	343	249	232
gene:Bcin09g02320	2448	2684	2161	2137	2532	2103
gene:Bcin09g02330	124	152	85	150	196	161
gene:Bcin09g02340	41	39	28	40	65	33
gene:Bcin09g02350	4500	6015	4509	1720	2975	2058
gene:Bcin09g02360	582	686	691	912	788	644
gene:Bcin09g02370	2252	2735	2289	1846	1165	1123
gene:Bcin09g02380	7	6	6	17	8	4
gene:Bcin09g02390	3445	3894	2952	4309	3802	3211
gene:Bcin09g02400	54	65	51	65	64	64
gene:Bcin09g02410	9	10	7	5	6	8
gene:Bcin09g02420	3211	3491	3020	2418	2080	1767
gene:Bcin09g02430	655	818	589	722	767	598
gene:Bcin09g02440	48	36	46	49	84	42
gene:Bcin09g02450	389	382	384	216	178	174
gene:Bcin09g02460	1378	1525	1289	1676	1425	1311
gene:Bcin09g02470	1311	1476	1133	1715	1265	1211
gene:Bcin09g02480	247	270	192	585	508	486
gene:Bcin09g02490	21208	21825	18846	30231	23647	23072
gene:Bcin09g02500	675	708	701	949	670	715
gene:Bcin09g02510	174	212	131	94	77	73
gene:Bcin09g02520	12	29	17	14	14	14
gene:Bcin09g02530	8	8	9	8	0	6
gene:Bcin09g02540	202	257	217	151	111	91
gene:Bcin09g02550	347	398	259	228	258	150
gene:Bcin09g02560	3017	3222	2694	1886	1807	1397
gene:Bcin09g02570	63	67	44	98	80	82
gene:Bcin09g02580	133	130	139	219	159	173
gene:Bcin09g02590	24	40	38	11	12	14
gene:Bcin09g02600	1281	1352	1356	1884	1033	869
gene:Bcin09g02610	19	22	14	15	21	21
gene:Bcin09g02620	0	3	1	3	3	2
gene:Bcin09g02630	1347	1262	1062	1275	1097	1005
gene:Bcin09g02640	6373	4368	8994	85	55	61
gene:Bcin09g02650	1065	1168	1057	803	572	532
gene:Bcin09g02660	448	512	459	686	475	401
gene:Bcin09g02670	6484	6818	6132	6736	6371	5003
gene:Bcin09g02680	7590	8955	6143	4189	4275	3484
gene:Bcin09g02690	78	110	75	44	53	43
gene:Bcin09g02700	104	147	133	163	125	70
gene:Bcin09g02710	49	45	111	71	38	23
gene:Bcin09g02720	25	25	74	16	3	0
gene:Bcin09g02730	199	296	145	550	524	519
gene:Bcin09g02740	11	12	7	25	22	16
gene:Bcin09g02750	169	220	167	171	221	160
gene:Bcin09g02760	254	287	287	357	248	263
gene:Bcin09g02770	692	782	659	643	402	477
gene:Bcin09g02780	126	145	91	113	82	49
gene:Bcin09g02790	11437	13258	7132	5447	4032	4000
gene:Bcin09g02800	1467	1724	1580	2350	1802	1066
gene:Bcin09g02810	928	1092	837	1953	1600	950
gene:Bcin09g02820	871	817	928	10500	8836	3034
gene:Bcin09g02830	63	78	37	36	28	22
gene:Bcin09g02840	188	208	208	287	205	169
gene:Bcin09g02850	835	1163	602	571	788	580
gene:Bcin09g02860	901	966	826	1349	1031	927
gene:Bcin09g02870	6	11	13	18	16	11
gene:Bcin09g02880	2	3	3	3	1	2
gene:Bcin09g02890	1333	1364	875	746	749	710
gene:Bcin09g02900	1	1	0	1	3	1
gene:Bcin09g02910	1061	1278	797	326	228	180
gene:Bcin09g02920	398	401	366	482	312	302
gene:Bcin09g02930	1025	1567	605	5190	3456	1131
gene:Bcin09g02940	5	3	5	692	681	440
gene:Bcin09g02950	1031	1096	1101	980	698	669
gene:Bcin09g02960	19	40	11	22	33	26
gene:Bcin09g02970	170	195	167	255	166	150
gene:Bcin09g02980	745	974	694	796	559	603
gene:Bcin09g02990	0	5	3	4	2	1
gene:Bcin09g03000	0	2	0	0	2	1
gene:Bcin09g03010	1153	1295	1017	640	526	407
gene:Bcin09g03020	998	1171	982	1258	901	865
gene:Bcin09g03030	226	274	199	274	202	175
gene:Bcin09g03040	528	618	470	507	369	299
gene:Bcin09g03050	1270	1383	1215	958	719	702
gene:Bcin09g03060	6	3	9	67	35	18
gene:Bcin09g03070	11	10	6	11	10	19
gene:Bcin09g03080	1	1	1	1	1	0
gene:Bcin09g03090	462	471	950	68	1088	287
gene:Bcin09g03100	2695	3091	2408	2222	1847	1428
gene:Bcin09g03110	79	81	57	188	67	82
gene:Bcin09g03120	75	73	64	189	83	72
gene:Bcin09g03130	517	536	357	445	341	293
gene:EFBcG00000013216	0	0	0	0	0	0
gene:ENSRNA049535145	0	0	0	0	0	0
gene:Bcin09g03140	2385	2460	1917	1460	2248	1317
gene:Bcin09g03150	409	424	426	387	359	225
gene:Bcin09g03160	2417	2977	2577	3419	2428	2399
gene:Bcin09g03170	88	105	83	121	112	69
gene:Bcin09g03180	227	262	187	280	397	211
gene:Bcin09g03190	980	1108	995	977	1414	665
gene:Bcin09g03200	959	1105	820	815	675	569
gene:Bcin09g03210	379	417	353	428	410	341
gene:Bcin09g03220	4208	5100	4660	5571	3591	3489
gene:Bcin09g03230	360	498	380	974	899	722
gene:Bcin09g03240	6	5	1	3	15	8
gene:Bcin09g03250	3	4	3	5	6	6
gene:Bcin09g03260	341	393	192	3273	3682	1978
gene:Bcin09g03270	3	3	6	5	9	8
gene:Bcin09g03280	467	597	424	633	388	357
gene:Bcin09g03290	2	4	2	3	0	2
